A1,𓀀,Seated man,"Det. of man, names; Pronoun1st sing.i, wi, ink, kwi.“I,” “me,” “my.”"
R5,𓊶,Censer,Det. or Ideo. ink3p“fumigate.”
R6,𓊷,Var. of R5,Use as R5
R7,𓊸,Incense bowl,Det. or Ideo. insntr“incense.”
R8,𓊹,Flag,Phono.nṯr. Innṯr“god.”
R9,𓊺,Combination of R8 + V33,Det. or Ideo. inbd“incense.”
R10,𓊻,Combination of R8 + T28 + N29,Ideo. inẖrt-nṯr“necropolis.”
R11,𓊽,Reed column,"Phono.ḏd. Inḏd“stable,”ḏdw“Busiris.”"
R12,𓊾,Standard,Det. ini3t“standard.”
R13,𓊿,Combination of G5 + R14,"Ideo. inimnt“West,”wnmi“right.”"
R14,𓋀,Var of R13,"Ideo. inimnt“West,”wnmi“right.”"
R15,𓋁,Spear as standard,"Ideo. ini3bt“East,”i3by“left.”"
R16,𓋂,Scepter with feathers,Det. or Ideo inwḫ“Qus emblem.”
R17,𓋄,Feathered wig with pole,"Det. or Ideo. int3-wr“This,” “nome of Abydos.”"
R18,𓋅,Var. of R17,Use as R17
R19,𓋆,Combination of S40 + feather,Det. inw3st“Thebes.”
R20,𓋇,Seshat emblem,Ideo. insšt“Seshat.”
R21,𓋈,Var. of R20,Use as R20.
R22,𓋉,Min emblem,"Phono.ḫm. Inḫm“shrine.” With standard, Ideo. inmnw“Min.”"
R23,𓋊,Var. of R22,Use as R22
R24,𓋋,Neith emblem,Det. innit“Neith.”
R25,𓋌,Var. of R24,Use as R24.
S1,𓋑,White crown of Upper Egypt,Det. or Ideo. inḥḏt“white crown.”
S2,𓋒,Combination of S1 + V30,Det. or Ideo. inḥḏt“white crown.”
S3,𓋔,Red crown of Lower Egypt,Phono. n. Det. or Ideo indšrt“Red Crown.”
S4,𓋕,Combination of S3 + V30,Use as S3.
S5,𓋖,Combination of red and white crown,Det. or Ideo. insḫmty“double crown.”
S6,𓋗,Combination of S5 + V30,Use as S5.
S7,𓋙,Blue Crown,Det. or Ideo. inḫprš“blue crown.”
S8,𓋚,Atef crown,Det. or Ideo. in3tf“atef crown.”
S9,𓋛,Double plumes,Det. or Ideo. inšwty“double plumes.”
S10,𓋜,Headband,Phonomḏḥ. Inmḏḥ“fillet.”
S11,𓋝,Collar,"Phono.wsḫ. Inwsḫ“collar,”swsḫ“widen.”"
S12,𓋞,Collar of beads,"Det. or Ideo. innbw“gold,”ḥḏ“silver.”"
S13,𓋟,Combination of S12 + D58,Phono.nb.
S14,𓋠,Combination of S12 + T3,Ideo. inḥḏ“silver.”
S14a,𓋡,Combination of S12 + S40,Ideo. inḏʿm“electrum.”
S15,𓋣,Faience pectoral,"Det. or Ideo. inṯḥn“sparkle,”ṯḥnt“faience.”"
S16,𓋤,Var. of S15,Use as S15.
S17,𓋥,Var of S15,Use as S15
S18,𓋧,Bead necklace,Det. or Ideo. inmnit“bead necklace.”
S19,𓋨,Necklace and cylinder seal,"Ideo. insḏ3wty“treasurer,”sḏ3w“precious.” Det. or Ideo. inḫtm“seal.”"
S20,𓋩,Necklace and cylinder seal,Ideo. inḫtm“seal.”
S21,𓋪,Ring,"Det. iniwʿw,ʿʿw,sšw“ring.”"
S22,𓋫,Shoulder knot,Phono.sṯ. Det. or Ideo. int3-wr“port.”
S23,𓋬,Knotted cloth,Phonodmḏ. Indmḏ“unite.”
S24,𓋭,Knotted belt,"Phono.ṯs. Inṯs“tie, bind.”"
S25,𓋮,Garment with ties,Ideo. iniʿ3w“guide.”
S26,𓋯,Apron,Det. or Ideo. inšndyt“apron.”
S27,𓋲,Horizontal strips of cloth,Det. or Ideo. inmnḫt“clothing.”
S28,𓋳,Cloth with fringe + S29,"Det. inḥbs“clothing,”ḥ3p“conceal,”kfi“uncover.”"
S29,𓋴,Folded cloth,"Phono.s. Inʿnḫ.(w) (w)ḏ3 snb“may he live, be prosperous, be healthy.” (L.P.H.)"
S30,𓋵,Combination of S29 + I9,Phono.sf. Insf“yesterday.”
S31,𓋶,Combination of S29 + U1,Phono.sm3. Insm3“fighting bull.”
S32,𓋷,Cloth iwht fringe,Phono.si3. Insi3t“fringed cloth.”
S33,𓋸,Sandal,"Ideo. inṯbt“sandal,”ṯbw“sandal maker.”"
S34,𓋹,Sandal strap,"Phono.ʿnḫ. Inʿnḫ“live,”ʿnḫ“sandal strap.”"
S35,𓋺,Sunshade,"Ideo. inšwt“shadow, shade.”"
S36,𓋼,Var. of S35,Use as S35
S37,𓋽,Fan,Det. or Ideo. inḫw“fan.”
S38,𓋾,Crook,"Phono.ḥq3. Inḥq3“rule,”ḥq3t“scepter.”"
S39,𓋿,Crook,Phonoʿwt. Inʿwt“flock.”
S40,𓌀,Scepter with Seth animal,"Phono.w3s. Inw3s“w3s-scepter.” Ideo. ini3tt“milk, cream.”"
S41,𓌁,Scepter with spiral shaft and Seth animal,Phono.ḏʿm. Inḏʿm“fine gold.”
S42,𓌂,Scepter,"Phono.sḫm. Insḫm“have power,”sḫm“scepter.” Det. or Ideo. inḫrp“manage, at head.”"
S43,𓌃,Staff,Phono.md. Inmdw“speak.”
S44,𓌄,Staff with flail,Det. or Ideo. in3ms“staff.”
S45,𓌅,Flail,Det. or Ideo. innḫ3ḫ3w“flail.”
T1,𓌇,Angular headed mace,Phono.mn. Inmnw“mace.”
T2,𓌈,T3 tilted,"Det. insqr,sqri“smite.”"
T3,𓌉,Pear shaped mace,"Phono.ḥḏ. Inḥḏ“mace,”ḥḏ“white, bright,”ḥḏi“damage.”"
T4,𓌋,Var of T3,Use as T3
T5,𓌌,Combination of T3 + I10,Phono.ḥḏ.
T6,𓌍,Combination of T5 + extra I10,Phono.ḥḏḏ.
T7,𓌎,Axe,"Det. inmibt,minb“axe,”mdḥ“hew.”"
T7a,𓌏,Axe,Det. of3qḥw“axe.”
T8,𓌐,Dagger,"Phono.tp. Intpy“first, chief, upon.”"
T8a,𓌑,Dagger,Det. inb3gsw“dagger.”
T9,𓌒,Bow,"Phono.pd/pḏ, inpd“stretch,”pḏt“bow.”"
T9a,𓌓,Var of T9,Use as T9
T10,𓌔,Composite bow,Use as T9
T11,𓌕,Arrow,"Phono.swn. Inswn“perish,”swnt“physician.”"
T12,𓌗,Bowstring,"Phono.rwd/rwḏ. Inrwd“hard, firm.” Ideo. ind3r“subdue.”"
T13,𓌘,Wood tied together,Phono.rs. Inrs“wakeful.”
T14,𓌙,Throw stick,"Det. of “foreign.” Ideo. inʿ3m“Asiatics,”ṯḥnw“Libya.” Det. inqm3“create,”qm3i“create.”"
T15,𓌚,Var. of T14,Use as T14
T16,𓌛,Scimitar,Det. inḫpš“scimitar.”
T17,𓌝,Chariot,Det. or Ideo. inwrrt“chariot.”
T18,𓌞,Crook with package,"Phono.šms. Inšms“follow, accompany.”"
T19,𓌟,Bone harpoon head,"Phono.qs. Inqs“annoy,”qrs“bury.” Det. intwr“pure.”"
T20,𓌠,Var. of T19,Use as T19
T21,𓌡,Harpoon,Phono. inwʿ. Inwʿ“one.”
T22,𓌢,Arrowhead,"Phono.sn. Insn“brother,”sn“smell.”"
T23,𓌣,Var. of T22,Use as T22
T24,𓌤,Fishing net,Phono.ʿḥ/iḥ. Iniḥ“net.”
T25,𓌥,Reed Float,"Phono.db3/ḏb3. Inḏb3“adorn,”db3“replace.”"
T26,𓌦,Bird Trap,"Det. or Ideo. insḫt“trap, snare.”"
T27,𓌧,Var. of T26,Use as T26
T28,𓌨,Butcher’s block,"Phono.ẖr. Inẖr“under,”ẖrt“portion.”"
T29,𓌩,Combination of T28 + T30,Ideo. innmt“place of slaughter.”
T30,𓌪,Knife,Ideo. fordmt“knife.” Det. indm“be sharp.”
T31,𓌫,Knife sharpener,"Phonosšm. Insšm“guide, lead.”"
T32,𓌬,Combination of T31 + D54,"Phonosšm. Insšm“guide, lead.”"
T33,𓌮,Butcher’s knife sharpener,Ideo. insšm“butcher.”
T34,𓌰,Butcher’s knife,"Phono.nm. Innm“knife,”ḫnms“friend.”"
T35,𓌱,Var. of T34,Use as T34
U1,𓌳,Sickle,"Phono.m3. Inm33“see,”3sḫ“reap.”"
U2,𓌴,Var. of U1,Use as U1.
U3,𓌵,Combination of U1 + D4,Phono.m3. Inm33“see.”
U4,𓌶,Combination of U1 + Aa11,Phono.m3ʿ. Inm3ʿ“true.”
U5,𓌷,Var. of U4,Use as U4.
U6,𓌸,Hoe,Phono.mr. Inmri“love.”
U7,𓌻,Var. of U6,Use as U6.
U8,𓌼,Hoe,Phono.ḥn. Inḥn“hoe.”
U9,𓌽,Grain measure with grain streaming outwards,"Det. inbdt“emmer,”ḫ3i“measure,”ḥq3t“hekat measure.”"
U10,𓌾,Combination of U9 + M33,Ideo. init“barley.”
U11,𓌿,Combination of S38 + U9,Ideo. inḥq3t“hekat measure.”
U12,𓍀,Combination of D50 + U9,Ideo. inḥq3t“hekat measure.”
U13,𓍁,Plow,Phono.šnʿ. Inšnʿ“repel.” Phonohb. Inhb“plow.”
U14,𓍂,Two branches joined,Phono.šnʿ. Inšnʿ“repel.”
U15,𓍃,Sled,"Phono.tm. Intm“be complete,”ḥtm“perish.”"
U16,𓍄,Sled with jackal head bearing a load,Det. inbi3“wonder.”
U17,𓍅,Pick with pool,"Phono.grg. Ingrg“establish, snare,”grg“falshood, lie.”"
U18,𓍆,Var. U17,Use as U17.
U19,𓍇,Adze,Phono.nw. Innw“this.”
U20,𓍈,Var. of U19,Use as U19
U21,𓍉,Adze with wood block,Phono.stp/sṯp. Instp“choose.”
U22,𓍊,Chisel,"Det. inmnḫ“efficient,”mnḫ“carve.”"
U23,𓍋,Chisel,"Phono.mr. Inmr“ill,”smr“friend.” Phono.3b. In3bi“desire.”"
U24,𓍍,Drill for stone,"Ideo. inḥmt“craft, art.”"
U25,𓍎,Var. of U24,Use as U24.
U26,𓍏,Drill for beads,Ideo. inwb3“open.”
U27,𓍐,Var. of U26,Use as U26.
U28,𓍑,Fire drill,"Phono.ḏ3. Inʿnḫ.(w) (w)ḏ3 snb“may he live, be prosperous, be healthy.” (L.P.H.)"
U29,𓍒,Var. of U28,Use as U28.
U30,𓍔,Kiln,"Phono.t3. Inšt3“hot,”t3“mysterious."
U31,𓍕,Baker’s rake,"Det. or Ideo. inrtḥty“baker,”rtḥ“restrain.”"
U32,𓍖,Mortar and pestle,"Det. insmn“press down,”smn“establish.”"
U33,𓍘,Pestle,Phono.ti.
U34,𓍙,Spindle,Phono.ḫsf. Inḫsf“repel.”
U35,𓍚,Combination of U34 + I9,Phono.ḫsf.
U36,𓍛,Club used in washing,"Phono.ḥm. Inḥm“slave,”ḥm“Majesty.”"
U37,𓍜,Razor,Det. inẖʿq“shave.”
U38,𓍝,Scale,Det. or Ideo. inmḫ3t“scale.”
U39,𓍞,Scale post,"Det. inwsṯt“post,”wṯs,ṯsi“raise, lift.”"
U40,𓍟,Var. of U39,Use as U39
U41,𓍠,Plumb bob,Det. intḫ“plumb bob.”
V1,𓍢,Rope coil,"Phono.šn. Inšnt“dispute,”šni“litigate,”št“hundred.”"
V2,𓍬,Combination of V1 + O34,Det. inst3“drag.” Ideo. insṯ3t“aurora.”
V3,𓍮,"Same as V2, but with two additional coils",Ideo. inr-sṯ3w“necropolis.”
V4,𓍯,Lasso,Phono.w3. Inw3ḥ“endure.”
V5,𓍰,Looped rope,Det. or Ideo. insnṯ“plot.”
V6,𓍱,Cord with loop facing downwards,"Phono.šs,šsr."
V7,𓍲,Cord with loop facing upwards,Phono.šn.
V8,𓍴,Var. of V7,Use as V7
V9,𓍶,Round cartouche,Det. inšnw“cartouche.”
V10,𓍷,Oval cartouche,"Det. inšnw“cartouche,”rn“name."
V11,𓍸,End of cartouche,"Det. indni“restrain, dam,”pḫ3“split."
V12,𓍼,String,"Det. insšd“headband,”fḫ“loosen,”fḫnw“Phoenicians."
V13,𓍿,Tethering rope,Phono.ṯ.
V14,𓎀,Var. of V13,Use as last.
V15,𓎁,Combination of V13 and D54,Phono.iṯ. Iniṯi“seize.”
V16,𓎂,Hobble for cattle,Phono.s3. Ins3“protection.”
V17,𓎃,Herdsman’s shelter,Ideo. ins3“protection.”
V18,𓎄,Var. of V17,Use as V17
V19,𓎅,Hobble for cattle,"Det. inmḏt“stable,”k3r“shrine,”tm3“mat.”"
V20,𓎆,Hobble for cattle sans crossbar,"Phono.mḏ. Inmḏwt“stables,”mḏ“10.”"
V21,𓎓,Combination of V20 + I10,Phono.mḏ.
V22,𓎔,Whip,Phono.mḥ. Inmḥ“fill.”
V23,𓎕,Var. of V22,Use as V22.
V24,𓎗,Cord on Stick,"Phono.wḏ. Inwḏ“command, decree.”"
V25,𓎘,Var. of V24,Use as V24
V26,𓎙,Spool with thread,Phono.ʿd/ʿḏ. Inʿd“good condition.”
V27,𓎚,Var. of V26,Use as V26.
V28,𓎛,Wick,Phono.ḥ.
V29,𓎝,Swab,"Phono.w3ḥ,sk."
V30,𓎟,Basket,"Phono.nb. Innb“lord,”nb“every, all.”"
V31,𓎡,Basket with handle,Phonok.
V31a,𓎢,V31 reversed,Use as V31.
V32,𓎣,Wicker satchel,"Phono.msn. Inmsn“Mesen.” Det. ing3wt“bundles,”g3w“absence, lack.”"
V33,𓎤,Linen bag,Det. inšsr“linen.”
V34,𓎥,Var. of V33,Use as V33.
V35,𓎧,Var. of V33,Use as V33.
V36,𓎨,Receptacle,Phono.ḥn. Inḥnt“occupation.”
V37,𓎩,Bandage,"Det. or Ideo. inidr“bandage, bind,”idr“herd.”"
V38,𓎫,Bandage,Det. inwt“bandage.”
V39,𓎬,Tie,Ideo. intit“Isis knot.”
W1,𓎯,Oil jar,"Det. inmḏt“ointment,”mrḥt“oil.”"
W2,𓎰,Oil jar without ties,"Phono.b3s. Inb3stt“Bastet,”b3s“oil jar.”"
W3,𓎱,Alabaster basin,"Det. or Ideo. inḥb“feast,”ḥb“mourn.”"
W4,𓎳,Combination of W3 + O22,"Det. or Ideo. inḥb“feast,”tp-rnpt“feat of the first of the year.”"
W5,𓎴,Combination of W3 + T28,Ideo inẖry-ḥbt“lector priest.”
W6,𓎵,Vessel,Det. inwḥt“cauldron.”
W7,𓎶,Granite bowl,"Det. in3bt“family,”m3ṯ“proclaim.”"
W8,𓎷,Var. of W7,Use as W7.
W9,𓎸,Stone jug,Phono.ẖnm.
W10,𓎺,Cup,Phono.ḥnw. Inḥnwt“mistress.” Det. or Ideo. inwsḫ“wide.”
W10a,𓎻,Pot,Phono.b3.
W11,𓎼,Ring stand,Phono.g. Det. or Ideo. innst“throne.”
W12,𓎽,Ring stand,Use as W11.
W13,𓎾,Pot,Det. or Ideo. indšrt“red pot.”
W14,𓎿,Tall jar,Phono.ḥs. Inḥst“water jar.”
W15,𓏁,Tall jar with water,"Det. or Ideo. inqbb,qbḥ“cool, water.”"
W16,𓏂,Combination of W15 + W12,Use as W15.
W17,𓏃,Tall jars in rack.,Phono.ḫnt. Inḫntw“jar rack.”
W18,𓏅,Var. W17,Use as W17
W19,𓏇,Milk jug,Phono.mi. Inmi“likeness.”
W20,𓏈,Milk jug with leaf,Det. inirtt“milk.”
W21,𓏉,Wine jars,Det. inirp“wine.”
W22,𓏊,Beer jugs,Ideo. inḥnqt“beer.” Det. inqrḥt“vessel.”
W23,𓏋,Jug with handles,Use as W22.
W24,𓏌,Bowl,"Phono.nw,in,ink."
W25,𓏎,Combination of W24 + legs,"Phono.in. Inini“fetch, bring.”"
X1,𓏏,Small bread loaf,Phono.t. Ideo. int“bread.”
X2,𓏐,Tall bread loaf,Det. of bread. Int“bread.” Ideo. indḥwty“Thoth.”
X3,𓏑,Var. of X2,Use as X2
X4,𓏒,Bread roll,"Det. insni“pass by,”fq3“cake.”"
X5,𓏕,Var. of X4,Det. inʿqw“provisions.”
X6,𓏖,Round loaf with baker’s mark,Det. inp3t“loaf.”
X7,𓏘,Half loaf of bread,"Det. insnw“offerings.” When doubled,wnm“eat.”"
X8,𓏙,Conical Loaf,Phono.di. Inrdi“give.”
Y1,𓏛,Papyrus scroll,"Phono.mḏ3t. Ideo. inmḏ3t“paypyrus roll, book.” Det. inrḫ“know.”"
Y1v,𓏜,Papyrus scroll (vertical),Use as Y1
Y2,𓏝,Var. of Y1,Use as Y1
Y3,𓏞,Scribal kit,"Det. or Ideo. insš“write,”nʿʿ“smooth.”"
Y4,𓏟,Y4 reversed,Use as Y3
Y5,𓏠,Game board,Phono.mn. Inimn“Amun”mn“remain.”
Y6,𓏡,Game piece,"Det. or Ideo. inib3“game piece,” “dance.”"
Y7,𓏢,Harp,Det. in bnt “harp.”
Y8,𓏣,Sistrum,Det. insššt“sistrum.”
Z1,𓏤,Stroke,Follows Ideograms. Det.wʿ“one.” Ideo. numerals 1-9.
Z2,𓏥,Triple stroke,Det. of plurality.
Z3,𓏪,Three Z1 vertical strokes,Same asZ2.
Z3a,𓏫,Z2 vertical,Same asZ2.
Z4,𓏭,Two diagonal strokes,Det. Duality
Z4a,𓏮,Two vertical strokes,Det. Duality.
Z5,𓏯,Diagonal stroke in hieratic,"Replacement for complex or dangerous signs, human figures."
Z6,𓏱,Hieratic var. of A13 and A14,Det. inm(w)t“die”
Z7,𓏲,From hieratic var. of G43.,Phono.w.
Z8,𓏳,Oval,Det. of round.
Z9,𓏴,Crossed sticks,Phono.sw3. Insw3“pass.”
Z10,𓏵,Var. of Z9,Use as Z9.
Z11,𓏶,Crossed planks,Phono.im. Inimy“who is in.”
Aa1,𓐍,Placenta?,Phono.ḫ.
Aa2,𓐎,Pustule or gland?,Det. in bodily growths or conditions.
Aa3,𓐏,Aa2 with substance issuing,Use as Aa2.
Aa4,𓐐,Pot,Var. of W10a.
Aa5,𓐑,Part of ship?,Phono.ḥp.
Aa6,𓐒,Unknown,Det. intm3“mat.”
Aa7,𓐓,Unknown,Det. insqr“smite.”
Aa8,𓐖,Irrigation canal?,Phono.qn. Inqn“complete.”
Aa9,𓐗,Unknown,Det. inḫwd“rich.”
Aa10,𓐘,Unknown,Det. indrf“writing.”
Aa11,𓐙,Unknown,Phono.m3ʿ.
Aa12,𓐚,Unknown,Use as Aa11.
Aa13,𓐛,Unknown,"Phono.im,m."
Aa14,𓐜,Unknown,"Phono.im,m."
Aa15,𓐝,Var. Aa13,"Phono.im,m."
Aa16,𓐞,Short form Aa13,"Phono.gs. Ings“side, half.”"
Aa17,𓐟,Back of something?,Phono.s3. Ins3“back.”
Aa18,𓐠,Var. of Aa17,Use as Aa17
Aa19,𓐡,Unknown,"Det. inḥr“prepare,”ḥryt“dread.”"
Aa20,𓐢,Unknown,Phono.ʿpr. Inʿpr“equip.”
Aa21,𓐣,Unknown,Phono.wḏʿ. Inwḏʿ“judge.”
Aa22,𓐤,Combination of Aa21 + D36,Use as Aa21.
Aa23,𓐥,Warp between stakes?,"Det. inmḏd“puncture, press, adhere.”"
Aa24,𓐦,Var. Aa23,Use as Aa23.
Aa25,𓐧,Unknown,Ideo. insm3“stolist” (priestly title).
Aa26,𓐨,Unknown,Det. insbi“rebel.”
Aa27,𓐩,Unknown,"Phono.nḏ. Innḏ“ask, inquire.”"
Aa28,𓐪,Builder’s tool?,Phono.qd. Inqd“build.”
Aa29,𓐫,Var. of Aa28,Use as Aa28.
Aa30,𓐬,Frieze element?,Det. inẖqr“adorn.”
Aa31,𓐭,Var. of Aa30,Use as Aa30.
